num of ratings,avg cost (two people),online_order,table booking,restaurant type,cuisines type,area
9,300.0,Yes,No,Quick Bites,Italian,Malleshwaram
589,1081.4383920669081,Yes,Yes,Casual Dining,Continental,"Byresandra,Tavarekere,Madiwala"
40,250.0,Yes,No,Quick Bites,"South Indian, North Indian, Chinese",Bannerghatta Road
18,300.0,No,No,Quick Bites,South Indian,Bannerghatta Road
40,200.0,No,No,Quick Bites,"South Indian, Chinese, North Indian",Electronic City
40,300.0,No,No,Quick Bites,South Indian,Koramangala 4th Block
1492,1897.8183651748454,No,Yes,"Microbrewery, Casual Dining","Continental, Finger Food, Pizza",Bellandur
6,750.0,No,No,Bar,"Chinese, North Indian",Lavelle Road
44,400.0,Yes,No,Quick Bites,"Andhra, Chinese, Biryani",Electronic City
421,960.0251410099584,Yes,No,Casual Dining,Chinese,Brigade Road
40,300.0,No,No,Bakery,Bakery,Bannerghatta Road
820,250.0,No,No,Beverage Shop,"Beverages, Desserts",Basavanagudi
205,800.0,Yes,No,Casual Dining,"Pizza, Italian, Continental, Desserts",Church Street
40,100.0,No,No,Mess,Kerala,Koramangala 4th Block
31,700.0,No,No,Bar,"North Indian, Finger Food, Chinese",Kalyan Nagar
419,1623.2716970328993,Yes,No,Casual Dining,North Indian,Brookefield
1583,703.2947443961814,Yes,No,Casual Dining,"Chinese, North Indian, Thai","Byresandra,Tavarekere,Madiwala"
49,273.14378325463576,Yes,No,Quick Bites,Fast Food,Marathahalli
40,204.40672154883458,No,No,Quick Bites,"North Indian, Chinese",Bellandur
24,300.0,No,No,Dessert Parlor,"Desserts, Bakery",Bannerghatta Road
3781,1478.641784327839,Yes,Yes,Casual Dining,"Parsi, North Indian","Byresandra,Tavarekere,Madiwala"
40,325.7728607747713,Yes,No,Dessert Parlor,Desserts,Bellandur
4,200.0,No,No,Quick Bites,"North Indian, South Indian",Old Airport Road
9,500.0,Yes,No,Casual Dining,"Biryani, North Indian",Electronic City
40,200.0,No,No,Quick Bites,North Indian,"Byresandra,Tavarekere,Madiwala"
705,800.0,Yes,Yes,Casual Dining,"Continental, Mexican, Chinese, North Indian",Basavanagudi
529,3345.4419882754114,No,Yes,"Fine Dining, Bar",Finger Food,Lavelle Road
40,202.3592491498747,No,No,Quick Bites,South Indian,HSR
185,587.5800999332444,Yes,No,Quick Bites,"South Indian, Chinese",Brigade Road
292,100.0,No,No,Quick Bites,South Indian,Banashankari
336,547.9210520076704,No,No,Casual Dining,"Biryani, North Indian, Chinese, Mughlai","Byresandra,Tavarekere,Madiwala"
15,500.0,Yes,No,Bakery,"Bakery, Desserts",Bellandur
282,1111.503948965821,No,Yes,Casual Dining,"North Indian, Chinese",Bellandur
219,800.0,Yes,No,Casual Dining,"North Indian, Chinese, Continental",Bellandur
4,200.0,Yes,No,Kiosk,"Chinese, Tibetan, Fast Food",Basavanagudi
122,600.0,Yes,No,Cafe,"Cafe, Beverages, Fast Food",Brigade Road
359,751.2902175977824,No,No,Casual Dining,"Biryani, Hyderabadi, Chinese",Malleshwaram
206,434.1459484329945,Yes,No,Cafe,"Cafe, Italian",Banashankari
378,713.0444131417385,Yes,No,Casual Dining,"Chinese, Singaporean, Thai, Asian, Nepalese, Momos","Byresandra,Tavarekere,Madiwala"
1400,310.1878764139557,Yes,No,Quick Bites,"Burger, Fast Food","Byresandra,Tavarekere,Madiwala"
21,410.75309060479884,Yes,No,Quick Bites,"North Indian, Chinese",HSR
21,400.0,Yes,No,Quick Bites,"Chinese, Hyderabadi, North Indian",Bannerghatta Road
35,231.51607893685278,Yes,No,Beverage Shop,"Beverages, Juices",Bannerghatta Road
88,748.3295385111659,No,No,Casual Dining,"North Indian, Chinese",Brookefield
269,4045.9907272891687,No,Yes,Fine Dining,North Indian,Brigade Road
510,3684.6823525084596,No,Yes,Fine Dining,"Mangalorean, Konkan, Seafood, Kerala",Brigade Road
24,418.0833041597521,No,No,Quick Bites,"North Indian, Chinese",Whitefield
39,301.5141597237524,Yes,No,Quick Bites,"North Indian, Chinese",Marathahalli
9,300.0,No,No,Quick Bites,Biryani,Banashankari
4,200.0,No,No,Quick Bites,Kerala,"Byresandra,Tavarekere,Madiwala"
243,800.0,Yes,Yes,Casual Dining,Kerala,Indiranagar
7,1000.0,No,No,Casual Dining,"North Indian, South Indian, Chinese, Continental, Italian",Koramangala 4th Block
24,611.631603231201,Yes,No,Casual Dining,"North Indian, Chinese, Biryani",Bellandur
230,300.0,Yes,No,Quick Bites,Bengali,Bellandur
127,400.0,Yes,No,Quick Bites,North Indian,Bellandur
75,496.073494835134,No,No,Quick Bites,"North Indian, Chinese",Brigade Road
17,400.0,Yes,No,Quick Bites,"North Indian, Burger, Sandwich, Chinese",Brookefield
22,300.0,No,No,Quick Bites,Andhra,Banashankari
42,300.0,No,No,Quick Bites,North Indian,Malleshwaram
7,300.0,Yes,No,Bakery,"Bakery, Desserts",Brookefield
11,300.0,Yes,No,Quick Bites,"North Indian, Chinese",Bellandur
46,400.0,Yes,No,Quick Bites,"North Indian, Kerala",Sarjapur Road
511,900.0,Yes,Yes,Casual Dining,"Andhra, Hyderabadi, Biryani, Chinese, North Indian",Bellandur
88,250.0,No,No,Quick Bites,South Indian,Banashankari
35,436.40227203009005,No,No,Cafe,"Cafe, Salad, Desserts, Pizza",Brigade Road
157,1300.0,No,No,"Lounge, Bar","Continental, Italian","Byresandra,Tavarekere,Madiwala"
170,891.9842798034639,No,No,Casual Dining,"North Indian, Chinese, Biryani","Byresandra,Tavarekere,Madiwala"
179,600.0,Yes,No,Casual Dining,"North Indian, Chinese, Beverages",Banashankari
70,406.66770201266667,No,No,Quick Bites,"Lebanese, Mediterranean, Cafe",HSR
374,3000.0,No,Yes,"Lounge, Bar",Finger Food,Lavelle Road
40,759.6754938253235,Yes,No,Quick Bites,"North Indian, Chinese",Bannerghatta Road
5,400.0,Yes,No,"Cafe, Bakery","Cafe, Bakery",Residency Road
40,1000.0,No,No,Casual Dining,North Indian,Indiranagar
22,600.0,Yes,No,Casual Dining,"North Indian, Chinese",JP Nagar
22,600.0,Yes,No,Quick Bites,"North Indian, Chinese",Kalyan Nagar
40,297.41847763944594,Yes,No,"Takeaway, Delivery",North Indian,Electronic City
608,2800.0,No,Yes,Club,Continental,Brigade Road
40,300.0,No,No,Quick Bites,"Kerala, South Indian",Electronic City
59,650.0,Yes,No,Cafe,"Cafe, Fast Food",Indiranagar
189,698.0569500897338,No,No,Cafe,"Cafe, Beverages, Healthy Food, Juices",Brigade Road
332,219.60973817218226,No,No,Quick Bites,"North Indian, Biryani",Brigade Road
374,700.0,Yes,No,Cafe,"Cafe, Continental, Italian, Burger, Beverages",Brigade Road
5,200.0,No,No,Quick Bites,North Indian,Whitefield
35,450.0,No,No,Delivery,"Biryani, Chinese, North Indian",Bannerghatta Road
523,358.10522098125244,Yes,No,Quick Bites,"Burger, Pizza, Momos",Brigade Road
5,300.0,No,No,"Takeaway, Delivery",North Indian,Jayanagar
72,700.0,Yes,No,Casual Dining,"North Indian, Mughlai, Biryani","Byresandra,Tavarekere,Madiwala"
1169,1131.7808310744902,No,Yes,"Casual Dining, Bar","Cafe, Continental, Italian, Burger","Byresandra,Tavarekere,Madiwala"
404,1227.7166992330335,No,Yes,Casual Dining,"Modern Indian, North Indian",Malleshwaram
137,375.4490118665545,Yes,No,Dessert Parlor,"North Indian, Chinese, Biryani",Brookefield
6,300.0,No,No,Quick Bites,"Biryani, Fast Food","Byresandra,Tavarekere,Madiwala"
8,700.0,No,Yes,Casual Dining,"South Indian, North Indian, Chinese",Bannerghatta Road
20,1000.0,No,No,"Casual Dining, Bar","Continental, Italian, Chinese",Banashankari
1076,1200.0,Yes,Yes,"Casual Dining, Bar","Italian, Fast Food, Salad, BBQ",Brigade Road
7,400.0,No,No,Quick Bites,"North Indian, Chinese",Kammanahalli
35,200.0,Yes,No,"Beverage Shop, Dessert Parlor","Beverages, Ice Cream",Bellandur
25,400.0,No,No,Quick Bites,"Kerala, Biryani, Chinese, North Indian",Electronic City
16,667.2674656567023,Yes,No,Casual Dining,"North Indian, Mughlai",Brookefield
2394,1490.954847301214,Yes,No,"Casual Dining, Microbrewery","Continental, Mediterranean, European",Brigade Road
531,600.0,Yes,No,Casual Dining,"North Indian, Mughlai, Rolls, Fast Food",Kammanahalli
339,2500.0,No,Yes,Fine Dining,"Italian, North Indian, Lebanese",Church Street
1217,676.072451208344,Yes,Yes,Cafe,"Cafe, American, Continental, Italian","Byresandra,Tavarekere,Madiwala"
19,700.0,No,No,Cafe,"Cafe, Fast Food, Sandwich, Pizza",Sarjapur Road
285,600.0,Yes,No,Delivery,North Indian,Bellandur
40,300.0,No,No,Quick Bites,South Indian,Kalyan Nagar
61,600.0,Yes,No,Casual Dining,North Indian,Brookefield
525,717.1718648800174,Yes,No,Casual Dining,"North Indian, Mughlai, Arabian, Chinese",Brigade Road
40,186.35283808076952,No,No,Beverage Shop,"Beverages, Desserts",Frazer Town
37,312.0378149505534,Yes,No,Delivery,"North Indian, Chinese",Bannerghatta Road
40,213.32099241366288,Yes,No,Quick Bites,North Indian,HSR
54,300.0,No,No,Quick Bites,North Indian,Malleshwaram
258,310.4184268439805,No,No,Dessert Parlor,"Desserts, Bakery",Kalyan Nagar
2893,1333.808440936626,No,Yes,"Bar, Casual Dining","North Indian, Continental, Italian",Indiranagar
255,800.0,No,No,Casual Dining,"Mexican, American",Bannerghatta Road
16,300.0,Yes,No,Delivery,Burger,Marathahalli
37,175.44901186655449,Yes,No,Quick Bites,North Indian,Brookefield
135,722.0651059621748,Yes,No,Casual Dining,"Kerala, Mangalorean, Seafood",Indiranagar
58,900.0,No,No,Casual Dining,"Andhra, Biryani, North Indian",Marathahalli
47,1000.0,Yes,Yes,Casual Dining,"Charcoal Chicken, Chinese, North Indian, Juices, Desserts, Seafood, South Indian",Indiranagar
557,900.0,Yes,Yes,Casual Dining,"North Indian, Chinese",Bellandur
6,500.0,No,No,"Food Court, Quick Bites",Continental,Bellandur
5,800.0,Yes,No,Casual Dining,Chinese,"Byresandra,Tavarekere,Madiwala"
35,350.0,Yes,No,Quick Bites,"North Indian, Chinese",Brigade Road
119,153.16596035511353,No,No,Dessert Parlor,"Ice Cream, Desserts",Frazer Town
1313,1668.9792915217229,Yes,Yes,Casual Dining,"North Indian, Chinese, Continental",Indiranagar
92,281.1465939151682,Yes,No,Quick Bites,North Indian,Bellandur
174,873.8299314538996,Yes,Yes,Casual Dining,"North Indian, Pizza, Fast Food",Brigade Road
1225,1100.0,No,No,Casual Dining,"North Indian, Lucknowi, Gujarati, Maharashtrian, South Indian, Bengali",Bellandur
7,600.0,No,No,Casual Dining,"North Indian, South Indian, Biryani",Electronic City
291,350.0,Yes,No,Quick Bites,North Indian,"Byresandra,Tavarekere,Madiwala"
16,600.0,No,No,Casual Dining,"North Indian, Chinese, Biryani",Jayanagar
4,300.0,No,No,Quick Bites,"Bengali, North Indian, Chinese",Indiranagar
40,500.0,Yes,No,"Takeaway, Delivery",North Indian,Brookefield
37,200.0,No,No,Quick Bites,"North Indian, Street Food",Basavanagudi
456,600.0,Yes,No,Casual Dining,"North Indian, Chinese, Biryani, Seafood",Indiranagar
40,500.0,No,No,Casual Dining,North Indian,Jayanagar
1213,1200.0,No,Yes,"Microbrewery, Bar","American, North Indian, Pizza, Finger Food, Continental, Italian","Byresandra,Tavarekere,Madiwala"
3998,1500.0,No,No,"Microbrewery, Casual Dining","Continental, BBQ, Salad",Lavelle Road
457,2500.0,No,Yes,"Fine Dining, Bar","North Indian, Mughlai, Lucknowi",Marathahalli
10,300.0,No,No,Quick Bites,Kerala,Whitefield
711,582.4020827792366,No,Yes,Cafe,Cafe,Basavanagudi
40,382.5218715125066,Yes,No,Quick Bites,"Andhra, Biryani","Byresandra,Tavarekere,Madiwala"
404,808.4131967238369,Yes,Yes,Casual Dining,South Indian,Kalyan Nagar
174,328.6060410178105,No,No,Dessert Parlor,"Ice Cream, Desserts",Frazer Town
231,1500.0,No,Yes,Casual Dining,"American, North Indian, Chinese",Whitefield
209,560.9082573158838,Yes,No,Cafe,"Cafe, Continental",Bannerghatta Road
40,400.0,No,No,Quick Bites,"South Indian, North Indian, Chinese",Banashankari
237,676.5316299525387,Yes,No,Quick Bites,North Indian,Brigade Road
335,300.0,No,No,Quick Bites,"South Indian, Biryani",Jayanagar
40,361.0546755015425,Yes,No,Dessert Parlor,Desserts,Bellandur
7,1600.0,Yes,No,"Takeaway, Delivery","Continental, Thai, North Indian",Brigade Road
243,450.0,Yes,No,Casual Dining,"Biryani, North Indian, Chinese",Bannerghatta Road
23,350.0,No,No,Quick Bites,"Biryani, Hyderabadi, North Indian",Brookefield
82,300.0,No,No,"Takeaway, Delivery",Healthy Food,Brookefield
40,300.0,Yes,No,Quick Bites,"North Indian, Biryani, Chinese",Indiranagar
40,200.0,No,No,Quick Bites,"Bengali, North Indian","Byresandra,Tavarekere,Madiwala"
28,286.73369312222667,No,No,Quick Bites,"South Indian, North Indian, Chinese","Byresandra,Tavarekere,Madiwala"
560,1000.0,Yes,Yes,Casual Dining,"North Indian, Maharashtrian, South Indian",Brookefield
107,400.0,Yes,No,Cafe,"Cafe, Healthy Food, Salad",Bellandur
35,100.0,No,No,Quick Bites,South Indian,Bannerghatta Road
814,335.08191093350155,Yes,No,Cafe,"Cafe, Continental, Steak",Bellandur
40,200.0,No,No,Quick Bites,"South Indian, North Indian, Chinese",Kalyan Nagar
27,100.0,No,No,Quick Bites,Street Food,Brigade Road
47,422.33632343513204,No,No,Cafe,Cafe,Brigade Road
203,696.3266528362616,No,Yes,Cafe,"Cafe, Continental",Bannerghatta Road
104,700.0,No,No,Casual Dining,"Andhra, Chinese, North Indian","Byresandra,Tavarekere,Madiwala"
539,1500.0,Yes,Yes,"Pub, Casual Dining","Finger Food, American, Continental, Burger, Pizza",Brookefield
4,500.0,No,No,Food Court,Street Food,Brookefield
5,300.0,No,No,Bakery,"Bakery, European",Indiranagar
1512,1824.7226873403545,No,Yes,"Microbrewery, Casual Dining","Finger Food, Continental, Seafood",Bellandur
204,550.0,No,No,Casual Dining,"Biryani, North Indian, Andhra","Byresandra,Tavarekere,Madiwala"
214,200.0,Yes,No,Quick Bites,"Kerala, North Indian","Byresandra,Tavarekere,Madiwala"
44,1000.0,No,No,Casual Dining,"Chinese, North Indian",Jayanagar
28,400.0,Yes,No,"Takeaway, Delivery","Biryani, North Indian",Bannerghatta Road
1539,1339.3135097176446,No,Yes,"Microbrewery, Casual Dining","Finger Food, North Indian",Bellandur
40,700.0,Yes,No,Casual Dining,"Hyderabadi, Biryani",Old Airport Road
243,400.0,Yes,No,Quick Bites,"Burger, Fast Food",Brookefield
1060,1423.8992076504608,No,Yes,"Bar, Casual Dining","European, Continental, Asian, Finger Food",Indiranagar
239,3000.0,No,Yes,Fine Dining,Italian,Whitefield
40,200.0,No,No,Quick Bites,North Indian,Brigade Road
40,200.0,No,No,Quick Bites,"South Indian, Chinese, North Indian",Electronic City
996,1000.0,Yes,Yes,Casual Dining,North Indian,Whitefield
87,500.0,Yes,No,Casual Dining,"North Indian, Chinese, Fast Food, Street Food",Brigade Road
282,700.5814716639214,Yes,No,Casual Dining,"North Indian, Andhra",Bellandur
409,500.0,Yes,No,Casual Dining,"South Indian, North Indian, Chinese, Street Food",Sarjapur Road
60,613.6833192460729,No,No,Casual Dining,"South Indian, North Indian, Fast Food",Brigade Road
261,700.0,Yes,No,Cafe,"Cafe, Continental, Beverages",Banashankari
31,500.0,Yes,No,"Takeaway, Delivery","Chinese, Fast Food, North Indian",Bannerghatta Road
37,543.8522207465696,No,No,Bakery,"Bakery, Fast Food",HSR
14,200.0,No,No,Quick Bites,"Juices, Sandwich",Koramangala 4th Block
59,900.0,Yes,No,Cafe,Cafe,Bannerghatta Road
726,918.4965802165474,Yes,No,Casual Dining,"North Indian, Chinese",Malleshwaram
425,1139.777236650138,Yes,Yes,Casual Dining,"North Indian, Continental, Chinese, Mexican, Italian",Kalyan Nagar
40,121.95095009044721,No,No,Quick Bites,North Indian,Banashankari
25,300.0,No,No,Quick Bites,"South Indian, North Indian, Chinese",Koramangala 5th Block
492,800.0,Yes,No,Casual Dining,"Chinese, Asian, Seafood",HSR
25,1600.0,No,No,Lounge,"North Indian, Chinese, Seafood",Bannerghatta Road
40,300.0,Yes,No,Quick Bites,"North Indian, Chinese",Brookefield
121,600.0,No,No,Casual Dining,"North Indian, Chinese",Brigade Road
40,300.0,Yes,No,Quick Bites,"Biryani, North Indian",Brookefield
83,493.3536674223728,No,No,Quick Bites,North Indian,Kalyan Nagar
299,172.18782293279358,No,No,Quick Bites,South Indian,Banashankari
619,1000.0,No,Yes,"Casual Dining, Bar","Continental, Asian, Italian, North Indian",Marathahalli
15,600.0,Yes,No,Beverage Shop,"Beverages, Fast Food",Marathahalli
30,400.0,Yes,No,Quick Bites,Chinese,Indiranagar
33,574.8786356416812,No,No,Casual Dining,"North Indian, South Indian, Chinese",Electronic City
118,219.89328515087135,Yes,No,Quick Bites,Fast Food,"Byresandra,Tavarekere,Madiwala"
29,2200.0,No,No,Bar,"Finger Food, Fast Food, Continental",Brigade Road
59,250.0,No,No,Quick Bites,Lebanese,"Byresandra,Tavarekere,Madiwala"
529,400.0,Yes,No,Quick Bites,"Chinese, Tibetan, Momos","Byresandra,Tavarekere,Madiwala"
153,450.0,Yes,No,Casual Dining,"Andhra, Chinese, North Indian, South Indian",Electronic City
7,500.0,Yes,No,Quick Bites,"Asian, Chinese, Momos, Fast Food, Indonesian, Korean",Brigade Road
31,600.0,Yes,No,Cafe,"Cafe, Continental, Tea",Malleshwaram
31,446.4446185120327,Yes,No,Quick Bites,"North Indian, Fast Food",Bannerghatta Road
3056,1000.0,No,Yes,Casual Dining,"North Indian, Mughlai, Mediterranean, Iranian",Sarjapur Road
86,300.0,Yes,No,Quick Bites,"North Indian, Chinese",Brookefield
40,200.0,No,No,Delivery,"Desserts, Bakery",Bellandur
346,150.0,No,No,Bakery,"Bakery, Fast Food",Frazer Town
35,200.0,No,No,Quick Bites,Chinese,Basavanagudi
318,600.0,Yes,No,Casual Dining,"North Indian, Mughlai, Biryani",HSR
246,1040.3092989897618,No,No,Casual Dining,"North Indian, Chinese",Brigade Road
61,600.0,Yes,No,Casual Dining,"Chinese, North Indian","Byresandra,Tavarekere,Madiwala"
18,150.0,No,No,Quick Bites,"South Indian, Chinese",Brookefield
40,150.0,No,No,Quick Bites,South Indian,Banashankari
22,450.0,No,No,Food Court,"South Indian, Chettinad",Whitefield
40,200.0,No,No,Quick Bites,"Biryani, Fast Food",Malleshwaram
229,400.0,Yes,No,Quick Bites,"North Indian, Chinese, Fast Food",Malleshwaram
7,350.0,No,No,Quick Bites,"Hyderabadi, North Indian, Chinese","Byresandra,Tavarekere,Madiwala"
647,732.1500031707362,Yes,No,Cafe,Cafe,Malleshwaram
40,200.0,No,No,Quick Bites,"South Indian, Chinese","Byresandra,Tavarekere,Madiwala"
3728,623.4569585801702,Yes,No,Casual Dining,North Indian,"Byresandra,Tavarekere,Madiwala"
54,600.0,Yes,No,Cafe,"Cafe, Beverages",Banashankari
84,700.0,No,No,Delivery,"Chinese, Continental, Italian, North Indian",Banashankari
40,600.0,Yes,No,Quick Bites,"Seafood, Biryani, South Indian, North Indian, Chinese, Arabian, Kebab, Kerala",Bannerghatta Road
40,700.0,Yes,No,Cafe,"Cafe, Continental",Basavanagudi
37,250.0,Yes,No,Quick Bites,"North Indian, Chinese",Brookefield
363,723.809818739513,Yes,No,Casual Dining,"Chinese, Singaporean, Thai, Asian, Nepalese, Momos","Byresandra,Tavarekere,Madiwala"
1700,1218.7553052514033,No,Yes,Casual Dining,"European, Mediterranean, North Indian, BBQ","Byresandra,Tavarekere,Madiwala"
32,200.0,No,No,Quick Bites,Kerala,Brookefield
86,442.43347470025805,Yes,No,Quick Bites,Fast Food,"Byresandra,Tavarekere,Madiwala"
40,200.0,No,No,Quick Bites,"North Indian, Fast Food",Marathahalli
676,338.10872935908225,No,No,Quick Bites,South Indian,Banashankari
738,976.4986655143957,Yes,Yes,Casual Dining,"North Indian, Mughlai",Brigade Road
40,300.0,Yes,No,Quick Bites,"South Indian, North Indian",New BEL Road
35,715.2702286373358,No,No,Casual Dining,"Chinese, Thai",Bannerghatta Road
101,400.0,Yes,No,Quick Bites,"North Indian, South Indian, Mughlai, Andhra, Biryani, Chinese",Kalyan Nagar
40,600.0,No,No,Cafe,Cafe,Bannerghatta Road
361,800.0,Yes,No,Cafe,"Cafe, Continental, Burger",Bellandur
40,200.0,No,No,Quick Bites,North Indian,Brookefield
40,400.0,Yes,No,"Takeaway, Delivery",North Indian,Electronic City
729,1000.0,No,Yes,"Casual Dining, Bar","North Indian, Continental",Marathahalli
311,745.4727305468621,Yes,No,Cafe,"Cafe, American, Italian, Beverages",Bannerghatta Road
71,200.0,Yes,No,"Takeaway, Delivery",North Indian,Frazer Town
28,900.0,No,No,Casual Dining,"American, Mexican, BBQ",Kalyan Nagar
35,500.0,Yes,No,Cafe,"Cafe, Continental",Frazer Town
1786,243.56146272960137,Yes,No,Dessert Parlor,"Middle Eastern, Fast Food, Rolls",Banashankari
40,200.0,Yes,No,Quick Bites,Chinese,Bannerghatta Road
40,400.0,No,No,Casual Dining,"North Indian, South Indian","Byresandra,Tavarekere,Madiwala"
40,406.1684271348684,Yes,No,Quick Bites,"North Indian, Chinese",HSR
23,100.0,Yes,No,Beverage Shop,Juices,"Byresandra,Tavarekere,Madiwala"
177,600.0,Yes,No,Casual Dining,"Seafood, South Indian, North Indian",Kalyan Nagar
7,300.0,No,No,Delivery,"Kebab, Rolls",Koramangala 4th Block
418,1200.0,Yes,Yes,Casual Dining,"Asian, European, Italian, Korean, Malaysian, Thai, Vietnamese, Chinese",Kalyan Nagar
275,620.4421623742413,Yes,No,Quick Bites,"Fast Food, Continental, Chinese",Malleshwaram
40,1500.0,No,No,"Pub, Casual Dining","Mexican, North Indian, Continental",Brigade Road
275,1747.3414552813647,No,Yes,Casual Dining,Rajasthani,Malleshwaram
93,400.0,Yes,No,Quick Bites,"North Indian, Kerala, Chinese",Kalyan Nagar
